REGION,TECHNOLOGY,YEAR,value
Cuba,PWRCRUD001,2019,0.0
Cuba,PWRCRUD001,2020,0.0
Cuba,PWRCRUD001,2021,0.0
Cuba,PWRCRUD001,2022,0.0
Cuba,PWRCRUD001,2023,0.0
Cuba,PWRCRUD001,2024,0.0
Cuba,PWRCRUD001,2025,0.0
Cuba,PWRCRUD001,2026,0.0
Cuba,PWRCRUD001,2027,0.0
Cuba,PWRCRUD001,2028,0.0
Cuba,PWRCRUD001,2029,0.0
Cuba,PWRCRUD001,2030,0.0
Cuba,PWRCRUD001,2031,0.0
Cuba,PWRCRUD001,2032,0.0
Cuba,PWRCRUD001,2033,0.0
Cuba,PWRCRUD001,2034,0.0
Cuba,PWRCRUD001,2035,0.0
Cuba,PWRCRUD001,2036,0.0
Cuba,PWRCRUD001,2037,0.0
Cuba,PWRCRUD001,2038,0.0
Cuba,PWRCRUD001,2039,0.0
Cuba,PWRCRUD001,2040,0.0
Cuba,PWRCRUD001,2041,0.0
Cuba,PWRCRUD001,2042,0.0
Cuba,PWRCRUD001,2043,0.0
Cuba,PWRCRUD001,2044,0.0
Cuba,PWRCRUD001,2045,0.0
Cuba,PWRCRUD001,2046,0.0
Cuba,PWRCRUD001,2047,0.0
Cuba,PWRCRUD001,2048,0.0
Cuba,PWRCRUD001,2049,0.0
Cuba,PWRCRUD001,2050,0.0
Cuba,PWRCRUD001,2051,0.0
Cuba,PWRCRUD001,2052,0.0
Cuba,PWRCRUD001,2053,0.0
Cuba,PWRCRUD001,2054,0.0
Cuba,PWRCRUD001,2055,0.0
Cuba,PWRCRUD002,2019,0.0
Cuba,PWRCRUD002,2020,0.0
Cuba,PWRCRUD002,2021,0.0
Cuba,PWRCRUD002,2022,0.0
Cuba,PWRCRUD002,2023,0.0
Cuba,PWRCRUD002,2024,0.0
Cuba,PWRCRUD002,2025,0.0
Cuba,PWRCRUD002,2026,0.0
Cuba,PWRCRUD002,2027,0.0
Cuba,PWRCRUD002,2028,0.0
Cuba,PWRCRUD002,2029,0.0
Cuba,PWRCRUD002,2030,0.0
Cuba,PWRCRUD002,2031,0.0
Cuba,PWRCRUD002,2032,0.0
Cuba,PWRCRUD002,2033,0.0
Cuba,PWRCRUD002,2034,0.0
Cuba,PWRCRUD002,2035,0.0
Cuba,PWRCRUD002,2036,0.0
Cuba,PWRCRUD002,2037,0.0
Cuba,PWRCRUD002,2038,0.0
Cuba,PWRCRUD002,2039,0.0
Cuba,PWRCRUD002,2040,0.0
